"","StudyID","ExperimentID","GroupID","EffectID","Year","Author","Journal","Species","Native","Region","Lat","Long","MaintainCond","RearingCond","HabitatComplexity","FemaleStatus","Temp","Photoperiod","Blind","MorphType","MorphVarType","S_Mean","S_Var","S_N","L_Mean","L_Var","L_N","S_Range_low","S_Range_high","L_Range_low","L_Range_high","T_Mean","T_Var","T_Range_low","T_Range_high","T_N","F_Mean","F_Var","F_Range_low","F_Range_high","ExpTank_L","ExpTank_W","ExpTank_D","ExpTank_V","Tank_F_N","Tank_M_N","ExpType","ExpInteraction","ExpVar","ExpVarUnit","ExpVarSMean","ExpVarSVar","ExpVarLMean","ExpVarLVar","ExpVarType","TestStatType","TestStatValue","TestStatdf","TestStatp","TestDirection","DataLocation","DataSource","Publication","DataReporting","Raw","Notes","Quotes","X68","ES","ESVar","Tank_T_N","Tank_density","Tank_ratio","HabitatComplexity.B","Tank_density.C","Tank_ratio.C","Year.C","T_N.C","Temp.C","Photoperiod.C","HabitatComplexity.B.C"
"11","GAM04","EX11","GR11","ES11",1991,"Bisazza","Copeia","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","same-sex","wild","no","virgin","24","16","No","N/R","N/R","N/R","N/R","12","N/R","N/R","12","N/R","N/R","N/R","N/R","N/A","N/A","N/A","N/A","12","N/R","N/R","N/R","N/R","24.4","36","20","17568","2","2","Female choice","no","association time","sec","115.8","66.900000000000006","130.6","95.4","SD","Biserial correlation",0.117057745872114,NA,NA,"N/A","Table 2, p733","Paper","Published","Incomplete","no","Focal female choosing between another female, small male, and large male",NA,NA,0.117057745872114,0.066814252002799,4,0.227686703096539,1,0,-0.62931944218338,-0.649764150943396,-20.5057471264367,-23.0833333333333,-2.2765034965035,2.19615384615385,-0.10188679245283
"12","GAM04","EX12","GR12","ES12",1991,"Bisazza","Copeia","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","same-sex","wild","no","post-partum","24","16","No","N/R","N/R","N/R","N/R","12","N/R","N/R","12","N/R","N/R","N/R","N/R","N/A","N/A","N/A","N/A","12","N/R","N/R","N/R","N/R","24.4","36","20","17568","2","2","Female choice","no","association time","sec","129.30000000000001","61.5","148.9","108.8","SD","Biserial correlation",0.144200037327594,NA,NA,"N/A","Table 2, p733","Paper","Published","Incomplete","no","Focal female choosing between another female, small male, and large male",NA,NA,0.144200037327594,0.0660541119910368,4,0.227686703096539,1,0,-0.62931944218338,-0.649764150943396,-20.5057471264367,-23.0833333333333,-2.2765034965035,2.19615384615385,-0.10188679245283
"13","GAM04","EX13","GR13","ES13",1991,"Bisazza","Copeia","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","same-sex","wild","no","male-deprived","24","16","No","N/R","N/R","N/R","N/R","12","N/R","N/R","12","N/R","N/R","N/R","N/R","N/A","N/A","N/A","N/A","12","N/R","N/R","N/R","N/R","24.4","36","20","17568","2","2","Female choice","no","association time","sec","91.1","82.1","135.19999999999999","123.5","SD","Biserial correlation",0.26884978973975,NA,NA,"N/A","Table 2, p733","Paper","Published","Incomplete","no","Focal female choosing between another female, small male, and large male","""On the whole, females spent more time with the larger male in 39 replicates and with the smaller male in 33 replicates (Wilcoxon test; n = 72; Z = 1.44; P = 0.15).""",NA,0.26884978973975,0.0606660970375768,4,0.227686703096539,1,0,-0.62931944218338,-0.649764150943396,-20.5057471264367,-23.0833333333333,-2.2765034965035,2.19615384615385,-0.10188679245283
"14","GAM04","EX14","GR14","ES14",1991,"Bisazza","Copeia","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","same-sex","wild","no","N/R","24","16","No","N/R","N/R","N/R","N/R","12","N/R","N/R","12","N/R","N/R","N/R","N/R","N/A","N/A","N/A","N/A","12","N/R","N/R","N/R","N/R","70","70","N/R","N/R","1","3","Female choice","yes","number of female approach","count","0.75","0.45","6.91","3.47","SD","Biserial correlation",0.993462649212607,NA,NA,"N/A","Text, p732","Paper","Published","Incomplete","no","S vs L","The difference between the largest and the other two males was highly significant (Wilcoxon test; P < 0.01).",NA,0.993462649212607,0.00336878874810759,4,NA,3,0,NA,1.3502358490566,-20.5057471264367,-23.0833333333333,-2.2765034965035,2.19615384615385,-0.10188679245283
"15","GAM05","EX15","GR15","ES15",1993,"Bisazza","Marine_Behaviour_and_Physiology","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","N/R","N/R","No","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.426413768879499","2.59004832623173","16","27.013698630137","45","N/R","N/R","N/R","N/R","N/R","N/R","N/R","N/R","3","3","Mating success","yes","number of successful copulation","count","N/R","N/R","N/R","N/R","SD","Pearson's r",-0.48,"N/A","< 0.001","N/A","Figure 2, p267","Paper","Published","Complete","no",NA,NA,NA,-0.48,0.0134610036363636,6,NA,1,1,NA,-0.649764150943396,-18.5057471264367,9.91666666666666,NA,NA,0.89811320754717
"16","GAM06","EX16","GR16","ES16",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","no","N/R","22.5","16","No","TL","N/R","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/R","N/R","21","33","46","N/R","N/R","29","50","36","60","36","77760","2","1","Mating success","yes","number of mating attempts","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.388,"N/A","< 0.01","N/A","Text, p173","Paper","Published","Complete","no",NA,"""The frequency of mating attempts significantly decreased with male size (r = -0.388; P < 0.01).""",NA,-0.388,0.0160350110208,3,0.0385802469135802,0.5,0,-0.818425898366339,-1.1497641509434,-16.5057471264367,10.9166666666667,-3.7765034965035,2.19615384615385,-0.10188679245283
"17","GAM06","EX16","GR16","ES17",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","no","N/R","22.5","16","No","TL","N/R","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/R","N/R","21","33","46","N/R","N/R","29","50","36","60","36","77760","2","1","Mating success","yes","mating score","index","N/R","N/R","N/R","N/R","SD","Pearson's r",-0.51,"N/A","< 0.001","N/A","Text, p173","Paper","Published","Complete","no",NA,"""The probability that one mating attempt would lead to a copulation (mating score) decreased with increasing length of the male (y = -0.29x + 10.91; t = -4.58; p < 0.001)."" ",NA,-0.51,0.0121656002222222,3,0.0385802469135802,0.5,0,-0.818425898366339,-1.1497641509434,-16.5057471264367,10.9166666666667,-3.7765034965035,2.19615384615385,-0.10188679245283
"18","GAM06","EX18","GR18","ES18",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","22.5","16","No","TL","N/R","N/R","N/R","15","N/R","N/R","15","22","N/R","N/R","33","N/A","N/A","N/A","N/A","15","N/R","N/R","44","50","75","75","40","225000","1","2","Mating success","yes","number of mating attempts","count","3.8","2.6","59.2","22.4","SD","Biserial correlation",1.09532566716621,NA,NA,"N/A","Table 1; Text, p175","Paper","Published","Complete","no",NA,NA,NA,1.09532566716621,0.00244125264809988,3,0.0133333333333333,2,1,-0.843672811946586,0.350235849056604,-16.5057471264367,-20.0833333333333,-3.7765034965035,2.19615384615385,0.89811320754717
"19","GAM06","EX19","GR19","ES19",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","22.5","16","No","TL","N/R","N/R","N/R","10","N/R","N/R","10","22","N/R","N/R","33","N/A","N/A","N/A","N/A","10","N/R","N/R","44","50","75","75","40","225000","1","3","Mating success","yes","number of mating attempts","count","3.3","2.6","49.2","17.5","SD","Biserial correlation",1.11326473283473,NA,NA,"N/A","Table 1; Text, p175","Paper","Published","Complete","no","S vs L",NA,NA,1.11326473283473,0.00372612246288929,4,0.0177777777777778,3,1,-0.839228367502141,1.3502358490566,-16.5057471264367,-25.0833333333333,-3.7765034965035,2.19615384615385,0.89811320754717
"20","GAM06","EX20","GR20","ES20",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","22.5","16","No","TL","N/R","N/R","N/R","10","N/R","N/R","10","22","N/R","N/R","33","N/A","N/A","N/A","N/A","10","N/R","N/R","44","50","75","75","40","225000","1","4","Mating success","yes","number of mating attempts","count","3.4","2.5","54.1","14","SD","Biserial correlation",1.17299964592609,NA,NA,"N/A","Table 1; Text, p175","Paper","Published","Complete","no","S vs L",NA,NA,1.17299964592609,0.00372612246288929,5,0.0222222222222222,4,1,-0.834783923057697,2.3502358490566,-16.5057471264367,-25.0833333333333,-3.7765034965035,2.19615384615385,0.89811320754717
"21","GAM06","EX21","GR21","ES21",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","22.5","16","No","TL","N/R","N/R","N/R","10","N/R","N/R","10","22","N/R","N/R","33","N/A","N/A","N/A","N/A","10","N/R","N/R","44","50","75","75","40","225000","1","5","Mating success","yes","number of mating attempts","count","3.2","3.9","50.8","20.100000000000001","SD","Biserial correlation",1.08551998579969,NA,NA,"N/A","Table 1; Text, p175","Paper","Published","Complete","no","S vs L",NA,NA,1.08551998579969,0.00372612246288929,6,0.0266666666666667,5,1,-0.830339478613252,3.3502358490566,-16.5057471264367,-25.0833333333333,-3.7765034965035,2.19615384615385,0.89811320754717
"22","GAM06","EX22","GR22","ES22",1995,"Bisazza","Ethology_Ecology&Evolution","holbrooki","introduced","Lake_Fimon,Vincenza,Italy","45.47","11.542999999999999","N/R","wild","yes","N/R","22.5","16","No","TL","N/R","N/R","N/R","10","N/R","N/R","10","22","N/R","N/R","33","N/A","N/A","N/A","N/A","10","N/R","N/R","44","50","75","75","40","225000","2","2","Mating success","yes","number of mating attempts","count","5.4","3.2","50.1","10.9","SD","Biserial correlation",1.18625493072951,NA,NA,"N/A","Table 1; Text, p175","Paper","Published","Complete","no",NA,NA,NA,1.18625493072951,0.00372612246288929,4,0.0177777777777778,1,1,-0.839228367502141,-0.649764150943396,-16.5057471264367,-25.0833333333333,-3.7765034965035,2.19615384615385,0.89811320754717
"23","GAM08","EX23","GR23","ES23",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","no","N/R","25","12","N/A","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.903030303030299","0.91327872541904198","20.18","24.62","33","24.6318181818182","2.06093645969717","21.45","28.92","60","30","20","36000","1","1","Mating success","yes","number of mating attempts","count","N/A","N/A","N/A","N/A","SD","Pearson's r",-0.00466967897095723,"N/A","0.97942402639179404","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,-0.00466967897095723,0.0312486371460036,2,0.0555555555555556,1,0,-0.801450589724363,-0.649764150943396,6.49425287356325,-2.08333333333334,-1.2765034965035,-1.80384615384615,-0.10188679245283
"24","GAM08","EX23","GR23","ES24",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","no","N/R","25","12","N/A","TL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27.228484848484801","1.1698293711374099","25.08","30.57","33","30.503939393939401","2.55498280252767","26.3","36.130000000000003","60","30","20","36000","1","1","Mating success","yes","number of mating attempts","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.0879190436368708,"N/A","0.626594082008602","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.0879190436368708,0.0307687572716973,2,0.0555555555555556,1,0,-0.801450589724363,-0.649764150943396,6.49425287356325,-2.08333333333334,-1.2765034965035,-1.80384615384615,-0.10188679245283
"25","GAM08","EX23","GR23","ES25",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","no","N/R","25","12","N/A","weight","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","188.86666666666699","25.117283226230199","150","259.60000000000002","33","311.27878787878802","82.658959577802904","199.9","473","60","30","20","36000","1","1","Mating success","yes","number of mating attempts","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.0404843507139212,"N/A","0.82299923069171499","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.0404843507139212,0.0311476475299588,2,0.0555555555555556,1,0,-0.801450589724363,-0.649764150943396,6.49425287356325,-2.08333333333334,-1.2765034965035,-1.80384615384615,-0.10188679245283
"26","GAM08","EX24","GR24","ES26",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.050625","1.1888512685402099","20.02","24.35","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quantity","N/A","number of sperm","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.463873570706033,"N/A","7.49098553325106E-3","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.463873570706033,0.0198691770728599,NA,NA,NA,NA,NA,NA,6.49425287356325,-3.08333333333334,-1.2765034965035,-1.80384615384615,NA
"27","GAM08","EX24","GR24","ES27",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","TL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27.5078125","1.4769251720076","25.01","30.57","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quantity","N/A","number of sperm","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.410249159558953,"N/A","1.9695191832259699E-2","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.410249159558953,0.0223134714872886,NA,NA,NA,NA,NA,NA,6.49425287356325,-3.08333333333334,-1.2765034965035,-1.80384615384615,NA
"28","GAM08","EX24","GR24","ES28",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","weight","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","190.47187500000001","36.607272628184099","133","270.5","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quantity","N/A","number of sperm","count","N/A","N/A","N/A","N/A","SD","Pearson's r",0.510505721048606,"N/A","2.8326543987542601E-3","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.510505721048606,0.0176351149857364,NA,NA,NA,NA,NA,NA,6.49425287356325,-3.08333333333334,-1.2765034965035,-1.80384615384615,NA
"29","GAM08","EX25","GR25","ES29",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.367647058823501","1.3757304797601799","19.22","25.59","51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quality","N/A","average path velocity","µm/s  ","N/A","N/A","N/A","N/A","SD","Pearson's r",0.140778181138873,"N/A","0.32445138230955201","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.140778181138873,0.019215115604509,NA,NA,NA,NA,NA,NA,6.49425287356325,15.9166666666667,-1.2765034965035,-1.80384615384615,NA
"30","GAM08","EX25","GR25","ES30",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","TL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","28.000588235294099","1.74939007858706","24.16","32.49","51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quality","N/A","average path velocity","µm/s  ","N/A","N/A","N/A","N/A","SD","Pearson's r",0.150000513186224,"N/A","0.293433295523643","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.150000513186224,0.0191101189803158,NA,NA,NA,NA,NA,NA,6.49425287356325,15.9166666666667,-1.2765034965035,-1.80384615384615,NA
"31","GAM08","EX25","GR25","ES31",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","weight","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","200.274509803922","40.022967621790599","125","306.39999999999998","51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quality","N/A","average path velocity","µm/s  ","N/A","N/A","N/A","N/A","SD","Pearson's r",0.156872146149109,"N/A","0.27161919217068398","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.156872146149109,0.0190277571203902,NA,NA,NA,NA,NA,NA,6.49425287356325,15.9166666666667,-1.2765034965035,-1.80384615384615,NA
"32","GAM08","EX25","GR25","ES32",2018,"Bertram","Environmental_Pollution","holbrooki","introduced","Science_Centre_Lake,Victoria,Australia","-37.908034999999998","145.13801699999999","same-sex","wild","N/A","N/A","25","12","N/A","SL","SD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.367647058823501","1.3757304797601799","19.22","25.59","51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Sperm quality","N/A","straight line velocity","µm/s  ","N/A","N/A","N/A","N/A","SD","Pearson's r",0.117230541905151,"N/A","0.41263297712878","N/A","Raw data from author","Author","Unpublished","N/A","yes",NA,NA,NA,0.117230541905151,0.0194540574027405,NA,NA,NA,NA,NA,NA,6.49425287356325,15.9166666666667,-1.2765034965035,-1.80384615384615,NA
